image_id,variant,,map_original,map_adversarial,SSIM,PSNR,MS-SSIM,FSIM,LPIPS,DISTS,L0,L2,delta_R,delta_G,delta_B
411817,advlogo_eps0.9_iter9,9,0.116883117,0,0.99018407,45.76848942,0.998784244,0.999152124,0.037656896,0.008854449,286218,0.005426698,0.0026029,0.002563455,0.002640269
546964,advlogo_eps0.9_iter5,5,0.038016529,0,0.9964671,48.11020496,0.999602675,0.999576688,0.014192978,0.001736283,229766,0.003869252,0.00181575,0.001769657,0.001828212
215259,advlogo_eps0.9_iter27,27,0.166666667,0,0.9707751,41.23229722,0.996081531,0.996933043,0.129048228,0.019389391,384176,0.009973692,0.004951191,0.004894116,0.005009224
573094,advlogo_eps0.9_iter4,4,0.076923077,0,0.99674255,50.14999938,0.999590874,0.99971509,0.017384715,0.004460871,149357,0.0024721,0.00116735,0.001164448,0.001162787
147729,advlogo_eps0.9_iter7,7,0.212121212,0,0.9894442,47.96178508,0.998409152,0.999254942,0.084605366,0.013458252,289805,0.004675395,0.002205473,0.002183156,0.002242113
579307,advlogo_eps0.9_iter4,4,0.333333333,0,0.9964125,49.5818645,0.999550104,0.999386549,0.012041345,0.003885567,131607,0.002433727,0.00116587,0.001162145,0.001185686
154425,advlogo_eps0.9_iter20,20,0.333333333,0,0.9866939,42.37309732,0.998213053,0.998365462,0.033819154,0.011821687,362350,0.008441711,0.00414029,0.004113991,0.004180932
432898,advlogo_eps0.9_iter141,141,0.206493506,0,0.88029957,33.67604651,0.972909629,0.981262207,0.302716553,0.060248017,402897,0.022559924,0.011403959,0.011344427,0.011992168
404923,advlogo_eps0.9_iter11,11,0.181818182,0,0.99117345,44.56515624,0.998600006,0.997646749,0.035760611,0.007103622,318072,0.006207479,0.002963647,0.002929029,0.002995801
130586,advlogo_eps0.9_iter8,8,0.333333333,0,0.9921479,47.0279032,0.998886347,0.998841226,0.043316539,0.014371872,218050,0.003968827,0.001787608,0.001727866,0.001868902
163057,advlogo_eps0.9_iter174,174,0.169421488,0,0.9306554,32.75665662,0.984482646,0.988385856,0.187505871,0.054462194,405792,0.023627471,0.012076441,0.012082016,0.01175657
7511,advlogo_eps0.9_iter54,54,0.06969697,0,0.96785283,37.85799712,0.994324863,0.995233417,0.074512407,0.02116245,382137,0.012072474,0.005909611,0.005938044,0.00590694
67406,advlogo_eps0.9_iter14,14,0.333333333,0,0.98116684,44.01469194,0.997222543,0.996594787,0.0900608,0.024109721,283001,0.005894091,0.002851407,0.002828605,0.002865758
290179,advlogo_eps0.9_iter4,4,0.090909091,0,0.9980004,49.95981925,0.999752879,0.999710441,0.007852299,0.007733822,115708,0.002130937,0.001007189,0.000980516,0.001015136
248752,advlogo_eps0.9_iter15,15,0.333333333,0,0.9858102,44.89162147,0.998080254,0.998311162,0.067298412,0.024652183,272618,0.005289013,0.002530649,0.002536462,0.002544927
54593,advlogo_eps0.9_iter48,48,0.113636364,0,0.9790744,36.27489333,0.996407866,0.995189965,0.052983351,0.024385571,389198,0.016723284,0.00840073,0.008467367,0.008593601
116208,advlogo_eps0.9_iter1,1,0.076923077,0,0.99931747,57.32464195,0.999913812,0.999963343,0.002383218,0.000225604,38563,0.000574617,0.000269199,0.00026487,0.000272664
450303,advlogo_eps0.9_iter27,27,0.076923077,0,0.97383934,40.80246355,0.996484935,0.997165501,0.089294285,0.016902924,347950,0.008997648,0.004472312,0.004478535,0.00446804
137294,advlogo_eps0.9_iter5,5,0.136363636,0,0.99316853,48.86823843,0.999127567,0.999475539,0.056777276,0.004962981,234737,0.003815679,0.001822128,0.001802457,0.001829768
410880,advlogo_eps0.9_iter2,2,0.170454545,0,0.99832135,53.24125215,0.999804676,0.999828815,0.007204789,0.000880003,103452,0.001527775,0.000704011,0.000699079,0.000704418
311180,advlogo_eps0.9_iter1,1,0.166666667,0,0.999079,57.06617659,0.999888122,0.999916971,0.004739323,0.001147151,62641,0.000861443,0.000407682,0.000400121,0.000406324
2431,advlogo_eps0.9_iter1,1,0.020979021,0,0.9987487,57.53490267,0.999858379,0.999879003,0.011452269,0.000373006,36385,0.000567556,0.000272587,0.000273122,0.000276089
349184,advlogo_eps0.9_iter4,4,0.181818182,0,0.99806947,49.94350023,0.999766946,0.999658704,0.012096349,0.000967622,123454,0.002116411,0.000981467,0.000991149,0.000982601
74058,advlogo_eps0.9_iter13,13,0.134986226,0,0.991622,44.07338792,0.998968244,0.999025404,0.039637238,0.003438115,284683,0.006312102,0.003063204,0.003072874,0.003082975
210273,advlogo_eps0.9_iter71,71,0.627933619,0,0.92376035,36.05822713,0.989211679,0.99179709,0.241853312,0.0602808,363443,0.018049186,0.009237567,0.009191867,0.009366586
446651,advlogo_eps0.9_iter26,26,0.25,0,0.9576532,41.80509933,0.995468974,0.997339547,0.18844375,0.01982677,375012,0.010148445,0.005000835,0.004876094,0.005127606
194875,advlogo_eps0.9_iter18,18,0.116973935,0,0.98004395,41.84539816,0.997460067,0.997428179,0.063718647,0.009645164,366593,0.009270773,0.004599419,0.004520654,0.004667743
52017,advlogo_eps0.9_iter10,10,0.5,0,0.98691016,46.15872293,0.998112381,0.997333288,0.136038378,0.022264481,257352,0.00465045,0.002198923,0.002210454,0.002197464
336309,advlogo_eps0.9_iter4,4,1,0,0.9943808,51.01204135,0.999171019,0.999463499,0.027747396,0.009532213,64997,0.001315228,0.000645642,0.000640321,0.000644384
227478,advlogo_eps0.9_iter3,3,0.154545455,0,0.998159,50.95231529,0.999780118,0.999852717,0.007136027,0.00222367,134576,0.002228255,0.001051609,0.001047683,0.001060417
339870,advlogo_eps0.9_iter3,3,0.772727273,0,0.9969811,51.48421996,0.999618232,0.999652505,0.015249562,0.003712833,112433,0.001859699,0.000876249,0.000870724,0.000878603
327601,advlogo_eps0.9_iter16,16,0.2,0,0.98105603,43.98101682,0.99755156,0.99805975,0.10383974,0.020514607,358754,0.007679695,0.003772725,0.003759122,0.003819973
255749,advlogo_eps0.9_iter6,6,0.863636364,0,0.9913161,49.15806797,0.999059856,0.999239624,0.052052218,0.007396579,169766,0.002879399,0.001327237,0.001319233,0.001345667
8762,advlogo_eps0.9_iter37,37,0.734848485,0,0.95826703,41.1727353,0.993013561,0.990639389,0.161197796,0.035036206,366322,0.009088182,0.004444472,0.004368042,0.004449804
526392,advlogo_eps0.9_iter5,5,0.352272727,0,0.9941716,48.83652637,0.999309719,0.999565959,0.040374685,0.00523603,225182,0.003602822,0.001700875,0.001694882,0.001709365
580757,advlogo_eps0.9_iter2,2,1,0,0.9985425,53.29500882,0.999847293,0.999714375,0.004751028,0.000815868,100811,0.00153041,0.000709873,0.000695134,0.00072497
165039,advlogo_eps0.9_iter30,30,0.739529221,0,0.9867043,39.90843089,0.998389721,0.997333229,0.044736676,0.007938862,326315,0.008780934,0.004219301,0.00428632,0.00428251
148719,advlogo_eps0.9_iter5,5,0.515151515,0,0.9979008,47.50946299,0.999750614,0.999637485,0.006308053,0.000570059,174687,0.003351423,0.001596986,0.001612974,0.001587103
108440,advlogo_eps0.9_iter5,5,0.5,0,0.9961274,49.5187058,0.999550521,0.999543428,0.014266342,0.004841626,155372,0.0026218,0.001197676,0.001214076,0.001230902
489842,advlogo_eps0.9_iter99,99,0.141510101,0,0.9508942,33.16966337,0.992589176,0.991562307,0.171641856,0.051065207,406549,0.026860256,0.013915742,0.014007202,0.013999195
579818,advlogo_eps0.9_iter8,8,0.5,0,0.99394876,47.5621824,0.999175429,0.999372184,0.018388666,0.002293885,98998,0.002180531,0.001044209,0.001043797,0.001048265
423229,advlogo_eps0.9_iter12,12,0.5,0,0.99745625,44.80689365,0.999643683,0.999632061,0.009891406,0.0013991,169857,0.003815225,0.001810696,0.001821677,0.001779674
334555,advlogo_eps0.9_iter18,18,0.350649351,0,0.98643804,42.45791503,0.998141468,0.998072803,0.034052074,0.00779438,270995,0.006514106,0.003172506,0.003166351,0.003160511
196759,advlogo_eps0.9_iter13,13,1,0,0.9911993,45.226169,0.998848319,0.998776078,0.027316775,0.003261089,176739,0.003720162,0.001756526,0.001787867,0.001763218
61418,advlogo_eps0.9_iter86,86,0.386363636,0,0.9597437,35.63233703,0.994030952,0.993516803,0.139249593,0.05243212,403084,0.018957514,0.009700221,0.009734562,0.009795158
526751,advlogo_eps0.9_iter21,21,0.323863636,0,0.98887444,41.96817346,0.998188853,0.998573899,0.031227594,0.006722569,286819,0.00702993,0.003405271,0.003416699,0.003458541
24021,advlogo_eps0.9_iter18,18,0.08961039,0,0.9902143,42.53300669,0.998844802,0.999147952,0.03724483,0.008692265,334914,0.007494424,0.003649968,0.003698758,0.003656258
277020,advlogo_eps0.9_iter15,15,0.1,0,0.9809086,44.7552325,0.997724414,0.997639537,0.090283036,0.026517928,287462,0.005804364,0.002754056,0.00269619,0.00283041
47828,advlogo_eps0.9_iter1,1,0.193181818,0,0.9994492,57.29684338,0.999936283,0.999923289,0.00208347,0.000272155,36270,0.000578432,0.000275979,0.000275213,0.000270763
183716,advlogo_eps0.9_iter28,28,0.25,0,0.9680407,40.83187595,0.995675743,0.997328579,0.150045633,0.017191529,386809,0.011264919,0.005747799,0.005728192,0.005815864
271997,advlogo_eps0.9_iter43,43,0.333333333,0,0.9547184,40.10944326,0.99281168,0.995858848,0.192565665,0.027271748,387588,0.011435428,0.00584755,0.005837297,0.005857531
8532,advlogo_eps0.9_iter24,24,0.333333333,0,0.9657311,42.44333204,0.995315671,0.997480273,0.263639808,0.029395342,377538,0.009295499,0.004735492,0.004687745,0.004780912
390555,advlogo_eps0.9_iter50,50,0.101573252,0,0.98203444,37.34977275,0.997495115,0.997668445,0.075976789,0.011646628,395605,0.014869855,0.007533497,0.007589991,0.007609953
250282,advlogo_eps0.9_iter78,78,0.062770563,0,0.9652898,35.47610175,0.99516356,0.996357679,0.138797134,0.030877471,401676,0.019090174,0.009792723,0.009829152,0.009853702
68409,advlogo_eps0.9_iter5,5,0.166666667,0,0.99748963,47.49742915,0.99967134,0.999752641,0.015276616,0.002216458,277677,0.004753561,0.002252288,0.002279134,0.002267729
2299,advlogo_eps0.9_iter68,68,0.20268759,0,0.976186,35.91245736,0.99711597,0.99664402,0.094799757,0.025298774,397712,0.017462026,0.008832312,0.008920528,0.008897713
11051,advlogo_eps0.9_iter32,32,0.333333333,0,0.95576423,41.21851912,0.99344486,0.99589771,0.225158423,0.032475173,384726,0.010351019,0.005271444,0.005219301,0.005276036
66038,advlogo_eps0.9_iter21,21,0.065584416,0,0.9889452,40.26432029,0.998577595,0.997452438,0.032245036,0.008594632,323851,0.009570104,0.004637402,0.004642783,0.004802949
360960,advlogo_eps0.9_iter5,5,0.237012987,0,0.99081963,49.85801831,0.998921573,0.999521494,0.057940397,0.013870418,196697,0.003131758,0.001453753,0.001421247,0.001492505
421455,advlogo_eps0.9_iter1,1,0.142857143,0,0.99876803,57.17501337,0.999845147,0.999927878,0.011769169,0.002855122,59784,0.000828261,0.000385211,0.000383383,0.000393005
504589,advlogo_eps0.9_iter75,75,0.333333333,0,0.95460814,37.11344519,0.992128551,0.996800959,0.126960963,0.035895884,397825,0.015544806,0.007916949,0.007893222,0.00788516
23034,advlogo_eps0.9_iter7,7,0.25,0,0.99242735,47.2625638,0.999030232,0.999668896,0.034574971,0.004237831,225154,0.004139192,0.001979866,0.001962929,0.001995508
141671,advlogo_eps0.9_iter6,6,0.037405303,0,0.9960203,47.17302782,0.99947691,0.999709368,0.018852349,0.003727555,216588,0.004092249,0.001962547,0.001979206,0.001959761
506656,advlogo_eps0.9_iter5,5,0.5,0,0.9946224,48.99096692,0.999338329,0.999510586,0.022527052,0.005589604,204390,0.003407947,0.001607491,0.0016001,0.001634977
272566,advlogo_eps0.9_iter9,9,0.142857143,0,0.9967601,43.84293254,0.999521673,0.99958092,0.012640635,0.001540303,286406,0.006005856,0.002870725,0.002855232,0.00286189
424551,advlogo_eps0.9_iter10,10,0.333333333,0,0.9874585,45.31041681,0.998094261,0.998930752,0.047147818,0.007118642,268790,0.004971399,0.002361092,0.002367449,0.002366457
341719,advlogo_eps0.9_iter9,9,0.127272727,0,0.9944525,44.99349349,0.999304175,0.998802006,0.016173806,0.007723927,233889,0.004654891,0.002199996,0.00217654,0.002226769
72795,advlogo_eps0.9_iter49,49,0.177511826,0,0.9660081,36.45835645,0.994716585,0.994987667,0.104675069,0.01936233,402316,0.018046292,0.009248652,0.009179929,0.009318847
43816,advlogo_eps0.9_iter32,32,0.142857143,0,0.9763401,39.41713303,0.99580276,0.996943355,0.073495224,0.01193285,382548,0.011565105,0.005802037,0.005839732,0.00585305
455555,advlogo_eps0.9_iter20,20,0.333333333,0,0.9750128,42.71609746,0.997420251,0.996476769,0.064842679,0.021543026,355770,0.008294866,0.003996616,0.003945154,0.0041188
535306,advlogo_eps0.9_iter12,12,0.333333333,0,0.98774886,44.3288368,0.998426616,0.998843729,0.063800409,0.008229375,349416,0.007319412,0.003572854,0.003538858,0.003649174
30504,advlogo_eps0.9_iter9,9,0.2,0,0.9920004,46.540723,0.99898839,0.999212682,0.022346146,0.013535619,265483,0.004738438,0.002202904,0.002168193,0.00226543
93353,advlogo_eps0.9_iter7,7,0.125,0,0.98926574,48.13199768,0.99863857,0.999275565,0.069666222,0.007970572,267209,0.004294962,0.002020054,0.001994376,0.002039765
473118,advlogo_eps0.9_iter21,21,0.5,0,0.9765453,42.46231937,0.997069716,0.998067975,0.097070694,0.011557341,375620,0.009171951,0.004435122,0.004535859,0.00462261
97278,advlogo_eps0.9_iter81,81,0.333333333,0,0.9402173,36.08433308,0.990199745,0.989543915,0.156424746,0.034530997,396396,0.017089255,0.008519518,0.008464761,0.008810005
567640,advlogo_eps0.9_iter51,51,0.25,0,0.9564751,37.6977565,0.993965864,0.993639767,0.134663671,0.030215979,399612,0.015092905,0.007659327,0.007662994,0.007754118
532493,advlogo_eps0.9_iter1,1,0.333333333,0,0.99950504,57.09598396,0.999940574,0.999884188,0.001733096,0.001285732,33612,0.000550511,0.000257761,0.000257335,0.000262384
45550,advlogo_eps0.9_iter43,43,0.06986532,0,0.9545684,40.00920741,0.992164314,0.996203899,0.165175617,0.019515872,386738,0.011186051,0.005625262,0.005597449,0.005670977
156643,advlogo_eps0.9_iter14,14,0.075369075,0,0.9844485,43.29981405,0.997823238,0.998689294,0.067152113,0.006590307,358958,0.008219805,0.004102429,0.004085319,0.004139978
410456,advlogo_eps0.9_iter37,37,0.25,0,0.97304124,38.72107149,0.995603919,0.997094154,0.065652058,0.019370615,360517,0.011797499,0.005877439,0.005905099,0.005947089
441286,advlogo_eps0.9_iter24,24,0.333333333,0,0.9825068,42.55089319,0.996957421,0.998106897,0.04534851,0.013773441,273917,0.00628775,0.003028493,0.003009164,0.003047636
279541,advlogo_eps0.9_iter1,1,0.142857143,0,0.9991574,57.10903789,0.99990499,0.999927998,0.002868769,0.000540435,40256,0.000613348,0.000287838,0.000283596,0.000289444
885,advlogo_eps0.9_iter46,46,0.265993266,0,0.9458952,39.15160917,0.990829825,0.98949188,0.195714429,0.038938403,391305,0.011802814,0.005922969,0.005890041,0.006032796
378284,advlogo_eps0.9_iter15,15,0.077134986,0,0.9844014,43.88315877,0.997948587,0.998677433,0.085977405,0.008769274,351729,0.00728114,0.00357978,0.003554893,0.003620187
156076,advlogo_eps0.9_iter26,26,0.066666667,0,0.98428416,40.1938281,0.997901917,0.997685313,0.047933623,0.006190717,376232,0.010977523,0.005534206,0.005510671,0.005530315
143572,advlogo_eps0.9_iter10,10,0.05,0,0.99388844,43.22690423,0.999282122,0.999443054,0.023922727,0.003477097,352092,0.007947308,0.003902779,0.003886504,0.003958741
229849,advlogo_eps0.9_iter19,19,0.119470681,0,0.9914773,40.45882811,0.998998523,0.998835921,0.035028424,0.007823527,317458,0.009134074,0.004524094,0.004517431,0.004544622
39551,advlogo_eps0.9_iter18,18,0.2,0,0.9775587,42.85655512,0.996128201,0.996863484,0.065215394,0.012634993,321016,0.006994912,0.0034207,0.003439841,0.003453859
193348,advlogo_eps0.9_iter9,9,1,0,0.9877909,46.96173145,0.998336971,0.998917699,0.091441251,0.012892604,261312,0.004635243,0.002238077,0.002237351,0.002255644
341681,advlogo_eps0.9_iter8,8,0.2,0,0.9896095,47.3466263,0.998343825,0.999208748,0.039394312,0.007207632,199350,0.003576776,0.001689572,0.00169686,0.001705752
83172,advlogo_eps0.9_iter33,33,0.166666667,0,0.97624874,41.18696875,0.995961189,0.995159984,0.062995061,0.01055485,282724,0.006890396,0.003313116,0.003291906,0.003363578
343524,advlogo_eps0.9_iter16,16,0.25,0,0.98352075,43.63493511,0.997192502,0.998322964,0.047794923,0.011341572,225091,0.004925583,0.002372474,0.002366679,0.002365394
395801,advlogo_eps0.9_iter91,91,0.098863636,0,0.9598029,36.01501301,0.993460894,0.992339611,0.10204269,0.018764853,374952,0.013536296,0.006725577,0.006776139,0.00675317
388056,advlogo_eps0.9_iter41,41,0.136363636,0,0.969376,36.73956424,0.995629787,0.995369077,0.092056304,0.016371131,400097,0.017771535,0.009055104,0.009019371,0.009182943
259690,advlogo_eps0.9_iter93,93,0.07768595,0,0.9692674,33.6130245,0.994721413,0.993932366,0.074876443,0.017561078,387732,0.0198378,0.010058676,0.01009564,0.010110912
235836,advlogo_eps0.9_iter19,19,0.166666667,0,0.9857344,41.3703531,0.998226881,0.997881055,0.044116493,0.009580016,364896,0.009541852,0.004725246,0.004693699,0.004801312
343218,advlogo_eps0.9_iter105,105,0.217171717,0,0.93268704,34.97319588,0.988643348,0.989444137,0.193304181,0.021522045,397390,0.018518655,0.009407142,0.009440728,0.009547326
205105,advlogo_eps0.9_iter23,23,0.166666667,0,0.9785542,42.59747435,0.996514916,0.997250438,0.087965548,0.009389222,342063,0.007932432,0.003852646,0.003846193,0.00386986
513283,advlogo_eps0.9_iter1,1,0.142857143,0,0.9985874,57.25331021,0.999811172,0.999899507,0.017314576,0.00064373,44450,0.000660359,0.000317067,0.000314941,0.000315132
497599,advlogo_eps0.9_iter16,16,0.2,0,0.98012036,43.97696226,0.997404933,0.998210192,0.111441225,0.020415723,345133,0.007373545,0.003668884,0.003653317,0.003699634
232684,advlogo_eps0.9_iter2,2,0.2,0,0.99595284,54.9247527,0.999583602,0.994345605,0.04161825,0.005693197,93390,0.001269894,0.000559619,0.000539877,0.000558987
144784,advlogo_eps0.9_iter1,1,0.25,0,0.99897355,57.25062556,0.99987793,0.999923706,0.008237289,0.001124382,44208,0.000677901,0.000325822,0.000325619,0.00032835
167486,advlogo_eps0.9_iter10,10,0.238636364,0,0.99097055,45.61634841,0.998765349,0.998892426,0.033745725,0.002527893,303916,0.00563828,0.002695968,0.00266397,0.00266126
488673,advlogo_eps0.9_iter11,11,0.071428571,0,0.9868808,44.37727696,0.998310089,0.998771906,0.06512177,0.007758319,338370,0.007132732,0.003528976,0.003496185,0.003550957
191013,advlogo_eps0.9_iter12,12,0.545454545,0,0.98909396,43.86944084,0.998564243,0.998499155,0.036670603,0.004891396,298692,0.00639167,0.003117966,0.003113218,0.003115233
224807,advlogo_eps0.9_iter46,46,0.051864802,0,0.95191556,36.55750287,0.992859542,0.993367553,0.163372159,0.030554473,401294,0.017891869,0.009247628,0.009089367,0.009208038
163562,advlogo_eps0.9_iter33,33,0.333333333,0,0.9650968,40.94156868,0.994543731,0.996633708,0.153064489,0.019663572,371125,0.009547694,0.004796789,0.004790955,0.004816288
492362,advlogo_eps0.9_iter44,44,0.083333333,0,0.9629274,37.35532309,0.994635999,0.995349824,0.105116531,0.015003145,399687,0.016357716,0.008317367,0.008304277,0.00843849
232563,advlogo_eps0.9_iter14,14,0.166666667,0,0.97775286,44.5973069,0.996794879,0.998794854,0.137314856,0.016695201,363191,0.007579765,0.003753038,0.003670528,0.003832015
520910,advlogo_eps0.9_iter39,39,0.166666667,0,0.9551871,39.84329882,0.993251204,0.99411571,0.219887093,0.051804066,388455,0.011488096,0.005777013,0.005794792,0.005876191
206411,advlogo_eps0.9_iter2,2,0.333333333,0,0.9970934,53.4976555,0.999635875,0.999748051,0.027566157,0.004075885,114050,0.001645943,0.000773167,0.000770661,0.000774739
472375,advlogo_eps0.9_iter2,2,0.125,0,0.9988291,53.66291281,0.999863148,0.999858439,0.006273711,0.001921773,75652,0.001126701,0.0005185,0.000503521,0.000520163
17436,advlogo_eps0.9_iter9,9,0.333333333,0,0.9943573,46.3492427,0.999276638,0.999154687,0.023400187,0.005471528,246402,0.00440429,0.002039588,0.002001012,0.002030479
177934,advlogo_eps0.9_iter24,24,0.5,0,0.9837857,39.85745359,0.998072743,0.997274756,0.060124144,0.014071107,369155,0.011040703,0.005533172,0.005366004,0.005567014
165518,advlogo_eps0.9_iter5,5,1,0,0.9939081,49.48478289,0.99917984,0.999200821,0.03307078,0.008818269,153158,0.002702827,0.001287129,0.001284925,0.001296156
571718,advlogo_eps0.9_iter16,16,0.166666667,0,0.9861617,42.67460085,0.998237014,0.99899894,0.054432757,0.006615222,358656,0.008591218,0.004220672,0.004217638,0.004347433
459467,advlogo_eps0.9_iter2,2,1,0,0.99880105,53.65160551,0.999862075,0.999783337,0.003723729,0.006969094,64750,0.001109159,0.000523861,0.0005247,0.000527312
135673,advlogo_eps0.9_iter3,3,1,0,0.9968032,52.11657739,0.999491096,0.999216199,0.011757041,0.015758574,50932,0.001037052,0.000507631,0.000505192,0.000511075
134886,advlogo_eps0.9_iter21,21,0.787878788,0,0.9781132,43.15551739,0.996561229,0.997310281,0.101015136,0.019273877,287935,0.006171214,0.002964755,0.00296243,0.003001199
289222,advlogo_eps0.9_iter5,5,0.590909091,0,0.9929235,48.89926309,0.999105453,0.999564707,0.037377182,0.008899927,223380,0.003683002,0.00175643,0.001738574,0.001786867
372819,advlogo_eps0.9_iter7,7,0.166666667,0,0.9974956,45.91237724,0.999615788,0.999067485,0.00824042,0.004389107,239316,0.004452096,0.00207191,0.002045953,0.002091442
310072,advlogo_eps0.9_iter17,17,0.181818182,0,0.98479366,42.42738788,0.998045623,0.998504579,0.055175863,0.005640626,349094,0.008239922,0.004077754,0.004054031,0.004116483
87144,advlogo_eps0.9_iter99,99,0.257575758,0,0.9419873,34.28792145,0.991007268,0.992690444,0.131781146,0.044931173,405464,0.023470983,0.012009922,0.011921657,0.012274865
430875,advlogo_eps0.9_iter7,7,1,0,0.9903899,48.06434681,0.998791695,0.998182297,0.066306368,0.019561291,191731,0.003265548,0.001514637,0.001531674,0.001541313
60347,advlogo_eps0.9_iter3,3,0.333333333,0,0.99731153,51.40511977,0.999643564,0.999711871,0.012655986,0.016627848,119704,0.001972846,0.000938148,0.000919078,0.000945701
42070,advlogo_eps0.9_iter5,5,0.666666667,0,0.9969025,49.19361644,0.999669075,0.999610245,0.010446653,0.00137943,125527,0.002201459,0.001018418,0.001025417,0.001027496
420916,advlogo_eps0.9_iter6,6,0.2,0,0.9947528,48.31241139,0.99934268,0.999152541,0.014713193,0.011296093,216243,0.00354729,0.001634805,0.001582808,0.001680197
296224,advlogo_eps0.9_iter5,5,0.545454545,0,0.9966741,48.69492187,0.999556422,0.999796033,0.014691358,0.001991749,148441,0.00265627,0.001228636,0.001261658,0.001231193
122606,advlogo_eps0.9_iter6,6,0.5,0,0.99442095,47.89500691,0.999287367,0.999577463,0.022678157,0.003293276,238243,0.003882777,0.001778808,0.001802496,0.001837628
311909,advlogo_eps0.9_iter10,10,1,0,0.99109095,45.97830256,0.998939216,0.999112666,0.035288516,0.004255295,308314,0.005422359,0.002527169,0.002543711,0.00257264
439715,advlogo_eps0.9_iter23,23,0.112373737,0,0.9885219,40.57991542,0.998284578,0.998244822,0.043707527,0.010839939,344273,0.009696705,0.004795874,0.00480521,0.004862778
284991,advlogo_eps0.9_iter2,2,0.5,0,0.9967837,53.57433873,0.999577641,0.999802828,0.033254519,0.003924727,113059,0.001645285,0.000775004,0.000771616,0.000778048
389566,advlogo_eps0.9_iter9,9,0.333333333,0,0.99118996,45.7060693,0.998798549,0.998895407,0.042050272,0.007198751,248675,0.005138812,0.00249554,0.002469069,0.002521639
78843,advlogo_eps0.9_iter64,64,0.5,0,0.95503634,38.37305567,0.9917382,0.995843232,0.127044231,0.016358376,402703,0.015116819,0.0076716,0.007557705,0.007798802
225532,advlogo_eps0.9_iter3,3,0.227272727,0,0.99756527,51.97467911,0.99967432,0.999721169,0.014798693,0.003110528,79908,0.001376907,0.000654706,0.000657904,0.000649038
13659,advlogo_eps0.9_iter15,15,0.076923077,0,0.9787481,43.39062394,0.997143626,0.998601258,0.078907549,0.013976216,368075,0.008572701,0.004290188,0.004231077,0.004368782
395633,advlogo_eps0.9_iter22,22,0.5,0,0.9804384,42.31442224,0.997034967,0.996610343,0.069650881,0.016245127,303819,0.006711426,0.003257341,0.003258965,0.003254589
419096,advlogo_eps0.9_iter2,2,1,0,0.99793524,53.46262628,0.999764919,0.999811113,0.015315933,0.002830863,111667,0.001628881,0.000764816,0.000757673,0.000769744
466125,advlogo_eps0.9_iter8,8,0.036363636,0,0.9890578,46.59628947,0.998700023,0.998981655,0.054756679,0.005803227,307023,0.005368832,0.002597996,0.002575898,0.002573714
414795,advlogo_eps0.9_iter22,22,0.163636364,0,0.9823807,40.3670365,0.997443855,0.998005271,0.056735635,0.008503079,388632,0.011837678,0.006021691,0.006000568,0.006004936
508101,advlogo_eps0.9_iter3,3,0.212121212,0,0.99838465,51.18175345,0.999776542,0.999694347,0.008154702,0.004251599,97528,0.001713952,0.00080441,0.000808306,0.000812267
253386,advlogo_eps0.9_iter1,1,0.333333333,0,0.9985841,57.64037777,0.999844968,0.999933243,0.015763322,0.000828326,58351,0.000765429,0.000338833,0.000338603,0.000351106
530854,advlogo_eps0.9_iter1,1,0.333333333,0,0.9991924,57.33622311,0.999906421,0.999886453,0.00508919,0.001291871,43230,0.000653096,0.000314477,0.000309107,0.000312866
351810,advlogo_eps0.9_iter5,5,0.049586777,0,0.9947119,48.47357592,0.999330878,0.999417007,0.026674733,0.005724072,250859,0.004078525,0.00192887,0.001909109,0.00193314
338624,advlogo_eps0.9_iter33,33,0.171717172,0,0.98041487,39.5052637,0.997416675,0.996101975,0.059065267,0.011701584,381321,0.011314484,0.005579843,0.005519106,0.005625703
263463,advlogo_eps0.9_iter1,1,0.083333333,0,0.9994189,57.30472647,0.999933243,0.999952912,0.002355429,0.000962734,40321,0.000610648,0.000287112,0.000287883,0.00028275
378454,advlogo_eps0.9_iter7,7,0.25,0,0.99316126,47.87277273,0.99902463,0.999200702,0.038114719,0.010887086,140380,0.002773827,0.00134154,0.001334313,0.001353684
476215,advlogo_eps0.9_iter5,5,0.333333333,0,0.99578446,49.16584358,0.999489903,0.99931699,0.012690024,0.007910728,131796,0.002488429,0.001180688,0.001181463,0.00119432
297698,advlogo_eps0.9_iter5,5,0.090909091,0,0.9942551,49.90086527,0.999254584,0.999471426,0.028874066,0.003871679,149213,0.002430194,0.0011145,0.001106821,0.001119651
247917,advlogo_eps0.9_iter33,33,0.2,0,0.9735908,38.7663158,0.996380925,0.996652007,0.08386229,0.014291465,386239,0.013256656,0.00671621,0.006655005,0.006718584
439522,advlogo_eps0.9_iter3,3,1,0,0.9947631,51.29077348,0.999323845,0.99956286,0.044909626,0.003232002,174617,0.002579622,0.001211717,0.001201109,0.001209159
26690,advlogo_eps0.9_iter5,5,0.15,0,0.9934332,48.68216294,0.999178886,0.999336362,0.035180409,0.005499363,221138,0.003689942,0.001744222,0.001750099,0.001735678
558854,advlogo_eps0.9_iter4,4,0.083333333,0,0.99432284,49.69753546,0.999339104,0.99951452,0.033685967,0.004210949,228093,0.003518998,0.001668563,0.001652774,0.001683066
176901,advlogo_eps0.9_iter14,14,0.25,0,0.9820709,43.98873824,0.997408569,0.998268962,0.079367101,0.014289856,318805,0.00680953,0.003330493,0.003321722,0.003358037
