image_id,variant,map_original,map_adversarial,SSIM,PSNR,MS-SSIM,FSIM,LPIPS,DISTS,L0,L2,delta_R,delta_G,delta_B
252219,advlogo_eps0.09_iter322,0.20000000000000004,0.1818181818181818,0.99662924,51.04534615518248,0.9996217489242554,0.9999241828918457,0.023519765585660934,0.0009885430335998535,333561,0.0030828423,0.001380963483825326,0.0014194345567375422,0.0014742016792297363
87038,advlogo_eps0.09_iter10,0.13595571095571096,0.13285634118967452,0.9999702,69.51216276562512,0.9999973177909851,0.999998152256012,0.00012715114280581474,3.886222839355469e-05,7868,6.17616e-05,2.7465546736493707e-05,2.7074363970314153e-05,2.780434806481935e-05
480985,advlogo_eps0.09_iter3,0.3511363636363637,0.3127136021872864,0.99999875,82.76180307388086,0.9999998807907104,0.9999999403953552,4.726534825749695e-06,3.5762786865234375e-07,409,3.1351929e-06,1.2791053904948058e-06,1.4297105508376262e-06,1.3875035165256122e-06
386912,advlogo_eps0.09_iter37,0.20000000000000004,0.10000000000000002,0.99976736,60.880923578776475,0.9999727606773376,0.9999930262565613,0.0011498656822368503,5.054473876953125e-05,56440,0.00044599385,0.00019924530352000147,0.00019781137234531343,0.0002002989494940266
348881,advlogo_eps0.09_iter15,0.3333333333333334,0.28282828282828276,0.9998932,67.28095872460182,0.9999863505363464,0.9999963045120239,0.00115761358756572,0.0001239776611328125,12894,0.00010223575,4.624136272468604e-05,4.395680662128143e-05,4.738233837997541e-05
181666,advlogo_eps0.09_iter2,0.3571428571428571,0.3146853146853146,0.99999565,82.67077656504912,1.0000001192092896,0.9999998211860657,1.4714330973220058e-05,1.6093254089355469e-06,446,3.3110193e-06,1.3393654398896615e-06,1.5113254221432726e-06,1.2953610166732688e-06
143931,advlogo_eps0.09_iter2,0.25000000000000006,0.0,0.9999938,78.72107526426339,0.9999991655349731,1.0,4.380286191008054e-05,1.239776611328125e-05,925,7.4319532e-06,3.5437956285022665e-06,3.3769008496165043e-06,3.324982571939472e-06
303818,advlogo_eps0.09_iter2,0.1338257575757576,0.1307792207792208,0.99999833,80.43687497917672,0.9999999403953552,0.9999998807907104,4.14727401221171e-06,4.172325134277344e-07,708,5.3537933e-06,2.3780332867318066e-06,2.340255377930589e-06,2.214799451394356e-06
322864,advlogo_eps0.09_iter10,0.10000000000000002,0.04166666666666666,0.9999307,67.81903382491762,0.9999927282333374,0.9999979138374329,0.00039830946479924023,3.230571746826172e-05,10206,8.502278e-05,4.027643080917187e-05,3.914296394214034e-05,3.9728016417939216e-05
308394,advlogo_eps0.09_iter241,0.12500000000000003,0.02777777777777777,0.99680465,54.085263181518485,0.9996236562728882,0.9999106526374817,0.05711330845952034,0.00197601318359375,213942,0.0018035425,0.0008198445430025458,0.0007744953618384898,0.0008212839020416141
456496,advlogo_eps0.09_iter2,0.1666666666666667,0.08333333333333336,0.99999124,79.47470591463315,0.999998927116394,0.9999994039535522,0.00018271961016580462,4.649162292480469e-06,761,6.1857104e-06,2.8573747385962633e-06,3.145365099044284e-06,2.624531362016569e-06
85329,advlogo_eps0.09_iter22,0.5000000000000001,0.25000000000000006,0.9997731,65.14398273450095,0.999971330165863,0.9999898076057434,0.0030502271838486195,0.00024127960205078125,18817,0.00015540195,7.197864033514634e-05,7.02506658853963e-05,7.225324952742085e-05
329323,advlogo_eps0.09_iter2,0.6219696969696971,0.6199643493761142,0.99999976,89.92577556037537,1.0,1.0,2.7567630240810104e-06,2.384185791015625e-07,69,5.915561e-07,3.1103837727641803e-07,3.038320812720485e-07,2.1047310383437434e-07
239274,advlogo_eps0.09_iter1,0.25367965367965367,0.23903974813065723,0.99999887,82.2832519347674,1.0,0.9999999403953552,3.654656211438123e-06,5.364418029785156e-07,417,3.3303943e-06,1.5412753100463306e-06,1.607942976988852e-06,1.356823531750706e-06
233771,advlogo_eps0.09_iter4,0.14490358126721764,0.12624042624042625,0.99998266,76.99137054183981,0.9999982118606567,0.9999998807907104,0.00022960701608099043,4.744529724121094e-05,1392,1.1119602e-05,4.8963674998958595e-06,5.318767762219068e-06,5.061516731075244e-06
301867,advlogo_eps0.09_iter132,0.3333333333333334,0.303030303030303,0.99846506,53.23939767359306,0.9998018741607666,0.9999216198921204,0.010239153169095516,0.0015674829483032227,228994,0.0020473136,0.0009586205706000328,0.0009287433349527419,0.0009762353147380054
312421,advlogo_eps0.09_iter2,0.13575757575757577,0.13272727272727272,0.99999875,89.00482873138085,0.9999992847442627,0.9999998807907104,1.3087004845147021e-05,2.0265579223632812e-06,92,7.69771e-07,3.5885040006178315e-07,4.0764817299532297e-07,2.7920793854718795e-07
185250,advlogo_eps0.09_iter11,0.28282828282828276,0.2575757575757575,0.9999652,66.88990891942588,0.9999954700469971,0.999997615814209,0.00016025317017920315,1.0073184967041016e-05,9879,8.760941e-05,4.049366543767974e-05,4.0025632188189775e-05,4.1258721466874704e-05
360661,advlogo_eps0.09_iter2,0.25000000000000006,0.15584415584415587,0.9999969,78.2897504854862,1.0000007152557373,0.9999998807907104,1.296506161452271e-05,1.430511474609375e-06,1060,8.363778e-06,3.779894541366957e-06,3.7237198284856277e-06,3.7699571748817107e-06
266409,advlogo_eps0.09_iter213,0.5000000000000001,0.0,0.9978299,54.56292785132109,0.9997314214706421,0.999931812286377,0.01808501034975052,0.00169450044631958,145026,0.0013587902,0.0006418959819711745,0.0006437298725359142,0.0006471825763583183
80671,advlogo_eps0.09_iter67,0.5000000000000001,0.16666666666666663,0.9993071,60.044510353206554,0.9999097585678101,0.9999733567237854,0.00720389187335968,0.00046306848526000977,42679,0.00039425673,0.00018803046259563416,0.00018828768224921077,0.00018844744772650301
476258,advlogo_eps0.09_iter97,0.5000000000000001,0.25000000000000006,0.9990309,57.12770826888824,0.9998771548271179,0.9999550580978394,0.007683994714170694,0.0002911090850830078,81277,0.0007639534,0.00036543409805744886,0.00036253040889278054,0.0003646239929366857
448365,advlogo_eps0.09_iter120,0.1666666666666667,0.11111111111111109,0.998763,56.0683369268217,0.9998425245285034,0.9999594688415527,0.010006865486502647,0.0012359619140625,114370,0.0010400722,0.00048737035831436515,0.00048752588918432593,0.0004933765158057213
