image_id,variant,map_original,map_adversarial,SSIM,PSNR,MS-SSIM,FSIM,LPIPS,DISTS,L0,L2,delta_R,delta_G,delta_B
252219,advlogo_eps0.18_iter76,0.20000000000000004,0.1272727272727273,0.99790335,52.45747581454797,0.9997729659080505,0.9999476671218872,0.011606440879404545,0.00043392181396484375,240853,0.002215671,0.0009856459219008684,0.001025250880047679,0.0010493813315406442
87038,advlogo_eps0.18_iter12,0.13338744588744592,0.13181818181818183,0.9998073,61.611716304272974,0.9999798536300659,0.9999906420707703,0.000880912528373301,0.00010877847671508789,40027,0.00033453113,0.0001529921719338745,0.0001510445581516251,0.00015297549543902278
480985,advlogo_eps0.18_iter2,0.29324009324009326,0.2720279720279721,0.99998,72.36764371058621,0.9999979734420776,0.9999996423721313,0.00015569807146675885,2.0265579223632812e-06,4094,3.204868e-05,1.4220179764379282e-05,1.3549706636695191e-05,1.4788132830290124e-05
386912,advlogo_eps0.18_iter369,0.20000000000000004,0.0,0.9912934,45.70990895503482,0.9988676905632019,0.9997278451919556,0.03571408987045288,0.002914249897003174,568587,0.0071341163,0.0035367682576179504,0.003509948728606105,0.0035781036131083965
348881,advlogo_eps0.18_iter11,0.3333333333333334,0.28282828282828276,0.9996813,62.330357927308924,0.9999596476554871,0.9999878406524658,0.0033618502784520388,0.0008222460746765137,35941,0.0002958257,0.00013601387036032975,0.00013218523235991597,0.00013660956756211817
181666,advlogo_eps0.18_iter2,0.5000000000000001,0.40909090909090906,0.99996537,71.87896568596288,0.9999971389770508,0.9999983310699463,0.00018380809342488647,9.059906005859375e-06,4653,3.6082973e-05,1.5555006029899232e-05,1.565347338328138e-05,1.5995095964171924e-05
17627,advlogo_eps0.18_iter2,0.16287878787878787,0.13636363636363638,0.9999749,72.29739837192345,0.9999973773956299,0.9999991059303284,0.00017310715338680893,5.125999450683594e-06,3485,2.9142457e-05,1.3162580216885544e-05,1.3487387150235008e-05,1.327766767644789e-05
143931,advlogo_eps0.18_iter4,0.25000000000000006,0.0,0.99991035,67.09365785886806,0.9999882578849792,0.9999969601631165,0.0006886906921863556,7.331371307373047e-05,10236,8.989775e-05,4.300451837480068e-05,4.2371910240035504e-05,4.269377313903533e-05
303818,advlogo_eps0.18_iter3,0.12979020979020978,0.11046340023612751,0.9999668,67.92818325494545,0.9999966621398926,0.9999980926513672,0.0001237993419636041,2.3484230041503906e-05,10313,8.3431e-05,3.744534114957787e-05,3.715022830874659e-05,3.803578147199005e-05
463730,advlogo_eps0.18_iter1,0.10811213741695025,0.10705004591368228,0.99998945,76.17382373358862,0.999998927116394,0.9999996423721313,3.103226481471211e-05,1.6450881958007812e-05,1544,1.26622435e-05,5.929097369516967e-06,5.769737981609069e-06,5.772873919340782e-06
322864,advlogo_eps0.18_iter2,0.10000000000000002,0.08333333333333331,0.9999679,71.52096279753945,0.9999968409538269,0.9999991059303284,0.00011928362073376775,4.1604042053222656e-05,4563,3.7417878e-05,1.7347538232570514e-05,1.7286365618929267e-05,1.757117934175767e-05
308394,advlogo_eps0.18_iter10,0.25000000000000006,0.12500000000000003,0.9996724,64.0151321551381,0.9999677538871765,0.9999874830245972,0.0026940482202917337,0.0001888871192932129,23709,0.00019392019,8.567865734221414e-05,8.225943747675046e-05,8.902347326511517e-05
456496,advlogo_eps0.18_iter3,0.3333333333333334,0.1666666666666667,0.9999299,68.63715635697928,0.9999929666519165,0.9999967813491821,0.0007208253955468535,2.5212764739990234e-05,7625,6.492319e-05,3.0191853511496447e-05,2.9505574275390245e-05,3.044920595129952e-05
85329,advlogo_eps0.18_iter3,0.5000000000000001,0.25000000000000006,0.99990255,69.0465183509794,0.999987781047821,0.999995231628418,0.0008080679690465331,5.0067901611328125e-05,7899,6.464511e-05,2.9815950256306678e-05,2.908060560002923e-05,2.9980268664075993e-05
329323,advlogo_eps0.18_iter1,0.6374360487996851,0.6287878787878787,0.9999924,79.31731395203394,0.9999992251396179,0.9999997615814209,4.7497400373686105e-05,1.0728836059570312e-06,776,6.358231e-06,2.9887294203945203e-06,3.1347096864919877e-06,2.7656153633870417e-06
239274,advlogo_eps0.18_iter1,0.27472283813747234,0.26363636363636367,0.99999374,75.12389641819587,0.999999463558197,0.9999994039535522,2.7830763428937644e-05,1.2516975402832031e-06,2038,1.6308535e-05,7.21527794667054e-06,7.251311672007432e-06,7.337196166190552e-06
233771,advlogo_eps0.18_iter7,0.13347593582887698,0.1263754427390791,0.9997062,65.2446318108257,0.9999686479568481,0.9999955892562866,0.004086632281541824,0.0006948709487915039,18469,0.00015191757,6.889141513966024e-05,6.721211684634909e-05,7.204063149401918e-05
301867,advlogo_eps0.18_iter3,0.303030303030303,0.2848484848484849,0.99997663,69.86229771444557,0.9999974966049194,0.9999992251396179,0.00010778716386994347,4.506111145019531e-05,6511,5.330856e-05,2.4463886802550405e-05,2.4323224351974204e-05,2.4547171051381156e-05
312421,advlogo_eps0.18_iter3,0.12121212121212119,0.10606060606060605,0.9999501,71.6742466050738,0.9999929666519165,0.999998927116394,0.0009815423982217908,3.55839729309082e-05,4664,3.7253652e-05,1.668215190875344e-05,1.6669684555381536e-05,1.748486283759121e-05
185250,advlogo_eps0.18_iter1,0.2575757575757575,0.1666666666666667,0.9999941,76.08819598390986,0.9999992847442627,0.9999995827674866,1.7457841750001535e-05,2.3245811462402344e-06,1668,1.334054e-05,5.971814971417189e-06,6.085804216127144e-06,5.976931333862012e-06
360661,advlogo_eps0.18_iter2,0.25000000000000006,0.15584415584415587,0.99998146,71.42766734939583,0.9999992251396179,0.9999990463256836,7.239410479087383e-05,8.52346420288086e-06,4632,3.777357e-05,1.7162212316179648e-05,1.7406266124453396e-05,1.7440268493373878e-05
266409,advlogo_eps0.18_iter136,0.5000000000000001,0.0,0.9940453,50.727201007414784,0.9992450475692749,0.9998621344566345,0.04347545653581619,0.0028027892112731934,240007,0.002430158,0.0011512524215504527,0.0011536929523572326,0.0011592736700549722
80671,advlogo_eps0.18_iter11,0.5000000000000001,0.25000000000000006,0.99960876,62.24837847739433,0.9999532103538513,0.999984622001648,0.003666532691568136,0.0005914568901062012,28864,0.00025842726,0.0001227492612088099,0.0001215849188156426,0.00012325204443186522
476258,advlogo_eps0.18_iter33,0.5000000000000001,0.25000000000000006,0.99894786,57.05273450618971,0.9998692274093628,0.9999503493309021,0.008814326487481594,0.0007240772247314453,74870,0.00072844414,0.00035370589466765523,0.0003490009985398501,0.0003518544544931501
448365,advlogo_eps0.18_iter74,0.1666666666666667,0.06666666666666668,0.9975335,53.60380505613574,0.9996886253356934,0.9999375343322754,0.02011231705546379,0.002773880958557129,166496,0.0015534739,0.0007222952554002404,0.0007227377500385046,0.0007282326114363968
35197,advlogo_eps0.18_iter3,0.5000000000000001,0.3376623376623377,0.99995947,69.46055119697695,0.9999973177909851,0.9999974966049194,0.0001872359571279958,1.2874603271484375e-05,5862,5.1162315e-05,2.3885650080046616e-05,2.3799851987860166e-05,2.4044957172009163e-05
349860,advlogo_eps0.18_iter2,0.21022727272727265,0.18749999999999994,0.9999775,71.43201936960557,0.9999980330467224,0.9999994039535522,9.390427294420078e-05,3.3974647521972656e-06,4180,3.5527562e-05,1.651157799642533e-05,1.638238063605968e-05,1.712097946438007e-05
180135,advlogo_eps0.18_iter123,0.5000000000000001,0.25000000000000006,0.9939968,51.9707012785733,0.999424934387207,0.999739408493042,0.06289757043123245,0.0040552616119384766,249037,0.0023045407,0.0010367893846705556,0.0010068790288642049,0.0010446771048009396
