image_id,variant,map_original,map_adversarial,SSIM,PSNR,MS-SSIM,FSIM,LPIPS,DISTS,L0,L2,delta_R,delta_G,delta_B
397133,advlogo_eps0.09_iter36,0.15702479338842978,0.15202155242262194,0.99714726,49.7687048716693,0.9996408224105835,0.999689519405365,0.015800394117832184,0.0037235021591186523,185683,0.003181164,0.001493346062488854,0.0015055341646075249,0.001469937153160572
37777,advlogo_eps0.09_iter2,0.45454545454545464,0.4343434343434345,0.9999855,73.5123351032608,0.9999985694885254,0.9999987483024597,8.301885827677324e-05,6.318092346191406e-06,2139,2.5385129e-05,1.0952820048260037e-05,1.068474284693366e-05,1.0502835721126758e-05
252219,advlogo_eps0.09_iter3,0.6000000000000002,0.5714285714285715,0.999979,69.41900511021471,0.9999978542327881,0.9999966025352478,7.761265442240983e-05,4.297494888305664e-05,5346,6.363863e-05,2.6338466341258027e-05,2.6549094400252216e-05,2.688419226615224e-05
87038,advlogo_eps0.09_iter6,0.6190476190476192,0.40202020202020206,0.9999121,62.95428311933514,0.9999892115592957,0.9999873638153076,0.00030972849344834685,8.738040924072266e-05,19679,0.00024815943,0.00010551662126090378,0.00010765167098725215,0.00010593787737889215
174482,advlogo_eps0.09_iter8,0.5625000000000001,0.4720779220779222,0.9999211,60.83234812563707,0.9999912977218628,0.9999852776527405,0.0002761980867944658,1.3589859008789062e-05,20875,0.00030270938,0.00013387523358687758,0.00013491880963556468,0.00013461243361234665
403385,advlogo_eps0.09_iter3,1.0000000000000002,0.6666666666666669,0.99996656,70.00776340460385,0.9999958872795105,0.9999974370002747,0.00022847314539831132,2.8312206268310547e-05,3785,4.851748e-05,2.119715281878598e-05,2.1273743186611682e-05,2.1139710952411406e-05
6818,advlogo_eps0.09_iter3,1.0000000000000002,0.5000000000000001,0.9999733,69.98820605338389,0.9999969005584717,0.999997079372406,0.00013058942568022758,9.894371032714844e-06,4464,5.4065986e-05,2.2977939806878567e-05,2.2652420739177614e-05,2.3073684133123606e-05
480985,advlogo_eps0.09_iter6,0.590909090909091,0.5387205387205388,0.9999471,63.40019018207364,0.9999946355819702,0.9999929666519165,0.0003287123399786651,1.710653305053711e-05,15787,0.00020873228,9.141389455180615e-05,9.313723421655595e-05,9.048518404597417e-05
458054,advlogo_eps0.09_iter2,0.4545454545454546,0.3636363636363637,0.9999934,75.75202594645914,0.9999992847442627,0.9999995231628418,3.92840665881522e-05,3.0994415283203125e-06,1505,1.6690574e-05,6.7210467022960074e-06,6.615732672798913e-06,6.682752427877858e-06
331352,advlogo_eps0.09_iter23,0.5000000000000001,0.4000000000000001,0.99899656,56.81102943403427,0.999871015548706,0.999940037727356,0.012376059778034687,0.0009143352508544922,54981,0.0007823618,0.0003435968537814915,0.00036053350777365267,0.00035477938945405185
