image_id,variant,map_original,map_adversarial,SSIM,PSNR,MS-SSIM,FSIM,LPIPS,DISTS,L0,L2,delta_R,delta_G,delta_B
397133,advlogo_eps0.09_iter19,0.15702479338842978,0.15384615384615388,0.99842006,53.318213243882546,0.9998012781143188,0.99977046251297,0.006551476661115885,0.00220489501953125,137005,0.0019376003,0.0009081554599106312,0.0008873702026903629,0.0008669006638228893
37777,advlogo_eps0.09_iter46,0.25000000000000006,0.23484848484848486,0.99251294,47.70830263826504,0.9990938901901245,0.9992165565490723,0.05155616253614426,0.006490528583526611,191364,0.0038340734,0.001790920039638877,0.001881989068351686,0.0019011854892596602
252219,advlogo_eps0.09_iter75,0.20000000000000004,0.19230769230769237,0.9891785,44.11794516263248,0.998745322227478,0.9982855319976807,0.04004492610692978,0.0084000825881958,305203,0.0069206976,0.0030969956424087286,0.0033003699500113726,0.0036182799376547337
174482,advlogo_eps0.09_iter4,0.38068181818181823,0.30454545454545456,0.99997926,67.14730771727733,0.999997615814209,0.9999959468841553,6.1823106079828e-05,0.00027436017990112305,8052,0.0001000922,4.3179377826163545e-05,4.281555811758153e-05,4.364850974525325e-05
403385,advlogo_eps0.09_iter4,1.0000000000000002,0.7500000000000002,0.99990064,67.07741976267548,0.9999871253967285,0.9999923706054688,0.0004634834476746619,8.809566497802734e-05,8796,0.00010689836,4.672181239584461e-05,4.6530341933248565e-05,4.556334897642955e-05
6818,advlogo_eps0.09_iter3,1.0000000000000002,0.5000000000000001,0.9999538,70.68458913637677,0.9999942183494568,0.9999935626983643,0.00014375118189491332,5.513429641723633e-05,4233,4.9752816e-05,2.0842910089413635e-05,2.113013033522293e-05,2.1685433239326812e-05
480985,advlogo_eps0.09_iter4,0.13636363636363635,0.0909090909090909,0.99995995,67.64575406062521,0.9999961256980896,0.9999940991401672,0.00010770026710815728,5.0067901611328125e-06,8472,9.960815e-05,4.234640073264018e-05,4.05272985517513e-05,4.4423999497666955e-05
296649,advlogo_eps0.09_iter17,0.11818181818181818,0.0992063492063492,0.9992606,55.13695121544579,0.9999086856842041,0.9998412728309631,0.002216879278421402,0.0013862252235412598,79179,0.0011609043,0.0005264342180453241,0.0005128005868755281,0.0005522652063518763
386912,advlogo_eps0.09_iter8,0.1666666666666667,0.14285714285714288,0.99975175,60.6613619138998,0.9999694228172302,0.9999644756317139,0.0005741290515288711,8.487701416015625e-05,39477,0.00047182944,0.00020146863244008273,0.00018615003500599414,0.00021403955179266632
502136,advlogo_eps0.09_iter2,0.7727272727272729,0.5000000000000001,0.99999475,76.21983150803628,0.9999995231628418,0.9999992251396179,1.8648875993676484e-05,8.821487426757812e-06,1151,1.3518695e-05,5.8019300013256725e-06,5.629595762002282e-06,5.76363390791812e-06
